transaction_id,order_date,customer_id,customer_name,region,product_category,quantity,unit_price,total_amount,payment_mode,order_status,created_timestamp
328334,10/24/2023,2119,Customer_5543,North,Furniture,5,4656.82,21907.22,UPI,completed,10:22.0
328335,21-02-2022,3336,Customer_3993,West,Electronics,2,4694.96,9389.92,Credit Card,completed,10:22.0
328336,25-01-2022,1485,Customer_2826,West,Furniture,5,2835.02,14175.1,Cash,Pending,10:22.0
328337,,4035,Customer_74,north ,Clothing,5,3350.18,16750.9,Debit Card,Cancelled,10:22.0
328338,,4363,Customer_586,SOUTH,Clothing,2,1810.94,3621.88,Credit Card,completed,10:22.0
328339,11-07-2023,1236,Customer_550,,Electronics,1,3075.08,3075.08,,Pending,10:22.0
328340,08-12-2022,2384,Customer_732,SOUTH,Groceries,3,1583.47,4750.41,,Cancelled,10:22.0
328341,05/25/2024,4983,Customer_4702,SOUTH,Clothing,2,3755.54,7511.08,credit card,completed,10:22.0
328342,17-01-2023,3725,Customer_3363,North,Clothing,2,1605.33,3210.66,credit card,Cancelled,10:22.0
328343,06-01-2024,3936,Customer_1332,SOUTH,Clothing,5,4409.11,22045.55,Debit Card,Completed,10:22.0
328344,09-04-2023,2665,Customer_2971,,Groceries,2,803.07,1606.14,Credit Card,Completed,10:22.0
328345,22-02-2024,4201,Customer_5192,north ,Clothing,3,2901.85,8705.55,UPI,completed,10:22.0
328346,29-04-2023,3357,Customer_5961,north ,Electronics,1,2651.31,2651.31,UPI,,10:22.0
328347,09-10-2023,3572,Customer_1271,north ,Groceries,1,1392.22,1392.22,,Pending,10:22.0
328348,19-11-2022,1009,Customer_586,north ,Groceries,1,237.21,294.22,Cash,completed,10:22.0
328349,18-04-2022,4569,Customer_5180,North,Furniture,3,827.82,2483.46,Credit Card,Cancelled,10:22.0
328350,18-01-2023,4139,Customer_3058,East,Furniture,5,4842.96,18525.97,UPI,Cancelled,10:22.0
328351,12-06-2024,4484,Customer_1840,SOUTH,Groceries,3,4712.39,14137.17,Credit Card,Cancelled,10:22.0
328352,11/25/2022,4571,Customer_223,north ,Electronics,2,684.57,1369.14,Credit Card,Cancelled,10:22.0
328353,28-10-2022,1781,Customer_2498,North,Furniture,4,1936.81,10038.77,Credit Card,Cancelled,10:22.0
328354,04/21/2023,1676,Customer_1466,North,Furniture,4,2379.12,9516.48,credit card,Cancelled,10:22.0
328355,31-12-2023,1606,Customer_4126,West,Clothing,4,2442.55,9770.2,UPI,Completed,10:22.0
328356,02/28/2023,1939,Customer_3665,West,Clothing,1,1564.22,1564.22,credit card,Pending,10:22.0
328357,18-09-2022,4995,Customer_3091,SOUTH,Electronics,3,4573.47,13720.41,Credit Card,,10:22.0
328358,05-03-2024,1614,Customer_3202,East,Furniture,3,4551.6,13654.8,Debit Card,completed,10:22.0
328359,05/14/2024,2372,Customer_1730,SOUTH,Electronics,1,192.75,244.7,Debit Card,Completed,10:22.0
328360,26-10-2023,3633,Customer_4594,South,Electronics,2,3285.01,7426.49,credit card,Cancelled,10:22.0
328361,09/24/2022,2818,Customer_1307,North,Furniture,4,464.38,1857.52,credit card,Completed,10:22.0
328362,12-01-2022,4262,Customer_511,East,Groceries,4,3027.74,12110.96,Cash,Cancelled,10:22.0
328363,19-03-2024,1000,Customer_3299,West,Furniture,1,4347.78,4347.78,UPI,Completed,10:22.0
328364,13-06-2022,1628,Customer_4148,SOUTH,Groceries,4,3282.7,13130.8,Cash,Pending,10:22.0
328365,22-10-2022,1230,Customer_1332,East,Clothing,5,2397.75,11988.75,Cash,Cancelled,10:22.0
328366,18-05-2022,1514,Customer_2880,North,Furniture,3,4793.69,14381.07,UPI,Completed,10:22.0
328367,19-12-2022,4083,Customer_2557,SOUTH,Furniture,4,3758.33,15563.96,Cash,Completed,10:22.0
328368,08-04-2023,3749,Customer_4089,,Groceries,4,1321.62,6867.43,Cash,Cancelled,10:22.0
328369,02-05-2024,4097,Customer_5505,East,Electronics,5,1995.99,9979.95,Credit Card,,10:22.0
328370,31-12-2023,4675,Customer_4771,West,Groceries,2,3823.39,7646.78,Debit Card,Cancelled,10:22.0
328371,,1764,Customer_2233,SOUTH,Furniture,2,194.64,389.28,,Cancelled,10:22.0
328372,08/21/2022,2426,Customer_4057,West,Furniture,5,413.42,2067.1,,Completed,10:22.0
328373,07-01-2022,1503,Customer_1646,,Groceries,2,4311.17,8622.34,credit card,completed,10:22.0
328374,03/31/2022,2971,Customer_5472,north ,Furniture,1,310.44,310.44,UPI,Cancelled,10:22.0
328375,03/22/2023,2633,Customer_5452,East,Electronics,5,3424.72,17123.6,UPI,Pending,10:22.0
328376,30-10-2022,1661,Customer_1917,South,Clothing,3,1662.64,4987.92,,,10:22.0
328377,23-02-2024,1932,Customer_5341,South,Furniture,3,4146.87,13456.49,Debit Card,Completed,10:22.0
328378,27-11-2023,4870,Customer_1812,West,Clothing,3,4252,12756,,Pending,10:22.0
328379,07-12-2022,1998,Customer_1394,,Groceries,4,4771.36,19085.44,credit card,Cancelled,10:22.0
328380,23-07-2022,4868,Customer_5737,East,Clothing,5,568.19,3388.36,Cash,Cancelled,10:22.0
328381,08-04-2022,1283,Customer_1328,SOUTH,Groceries,5,2171.95,10859.75,credit card,Pending,10:22.0
328382,02/21/2024,3596,Customer_3779,North,Groceries,2,2912.4,5824.8,,completed,10:22.0
328383,10-03-2023,2588,Customer_1867,South,Electronics,5,4588.68,22943.4,credit card,Cancelled,10:22.0
328384,01/14/2022,2467,Customer_5344,South,Electronics,5,1405.92,5639.53,Credit Card,,10:22.0
328385,03/26/2022,1706,Customer_5533,north ,Clothing,2,450.97,901.94,credit card,completed,10:22.0
328386,27-07-2023,3295,Customer_4040,South,Electronics,5,1088.65,5443.25,Credit Card,Pending,10:22.0
328387,10-05-2022,1342,Customer_5200,,Clothing,5,2528.33,12727.87,Credit Card,Pending,10:22.0
328388,26-04-2023,2752,Customer_5612,SOUTH,Groceries,1,3437.15,3190.71,credit card,Completed,10:22.0
328389,08-03-2024,3809,Customer_3642,north ,Furniture,2,3484.3,6753.7,credit card,Completed,10:22.0
328390,30-01-2024,4565,Customer_4700,,Groceries,1,465.85,465.85,Debit Card,,10:22.0
328391,25-04-2024,3517,Customer_1227,East,Electronics,4,3830.91,15323.64,credit card,,10:22.0
328392,13-02-2023,2956,Customer_42,,Furniture,2,3335.17,6670.34,UPI,Pending,10:22.0
328393,06-11-2023,4620,Customer_4855,West,Furniture,5,2096.96,10484.8,,Cancelled,10:22.0
328394,09/21/2023,3222,Customer_4300,West,Electronics,5,2898.32,14491.6,Debit Card,Cancelled,10:22.0
328395,18-06-2023,4724,Customer_3241,East,Groceries,1,3861.93,3861.93,Debit Card,Completed,10:22.0
328396,05/31/2022,1938,Customer_4984,,Furniture,1,1384.25,1384.25,Credit Card,Cancelled,10:22.0
328397,16-07-2022,1469,Customer_4414,West,Groceries,4,4706.16,18824.64,UPI,Pending,10:22.0
328398,16-03-2022,3992,Customer_4262,SOUTH,Clothing,4,775.06,3100.24,Cash,,10:22.0
328399,17-01-2023,1875,Customer_5201,West,Clothing,5,4520.89,22604.45,Debit Card,Pending,10:22.0
328400,05/30/2023,2366,Customer_232,East,Furniture,3,3730.2,13384.44,Debit Card,Completed,10:22.0
328401,18-03-2024,3593,Customer_3931,North,Clothing,4,3336.54,13346.16,UPI,Cancelled,10:22.0
328402,11-04-2022,3386,Customer_5830,South,Furniture,5,506.25,2531.25,,completed,10:22.0
328403,03/13/2022,3452,Customer_434,north ,Groceries,4,4603.12,18412.48,Credit Card,,10:22.0
328404,13-10-2022,2517,Customer_1912,West,Furniture,2,1547.12,3094.24,UPI,completed,10:22.0
328405,20-02-2022,4015,Customer_5540,East,Groceries,1,3753.5,4317.76,Cash,,10:22.0
328406,27-06-2023,4389,Customer_3229,North,Electronics,5,4435.53,22177.65,Credit Card,completed,10:22.0
328407,04-06-2024,1445,Customer_328,North,Groceries,4,1296.99,5187.96,UPI,Cancelled,10:22.0
328408,26-09-2023,1968,Customer_82,South,Furniture,1,4581.54,4581.54,credit card,,10:22.0
328409,06-02-2023,2048,Customer_3216,,Groceries,3,3098.51,9295.53,Debit Card,Completed,10:22.0
328410,08-04-2022,4376,Customer_4183,East,Groceries,4,3329.26,13317.04,Cash,Pending,10:22.0
328411,11-06-2023,4851,Customer_2984,SOUTH,Groceries,5,4581.11,23409.32,credit card,Pending,10:22.0
328412,31-07-2022,2553,Customer_4750,West,Clothing,2,2681,5362,UPI,Cancelled,10:22.0
328413,24-06-2023,1036,Customer_1299,north ,Electronics,1,2259.17,2438.19,Credit Card,completed,10:22.0
328414,03-03-2022,1026,Customer_2759,,Groceries,1,3202.84,3202.84,Cash,Cancelled,10:22.0
328415,04-12-2022,3578,Customer_1741,SOUTH,Groceries,2,2814.72,5629.44,Credit Card,,10:22.0
328416,01/13/2023,4109,Customer_1125,,Clothing,5,401.23,2006.15,Credit Card,Cancelled,10:22.0
328417,29-03-2024,3738,Customer_3376,East,Groceries,3,984.41,2953.23,Debit Card,Completed,10:22.0
328418,,3226,Customer_5817,SOUTH,Clothing,2,166.48,332.96,credit card,completed,10:22.0
328419,11/26/2022,2468,Customer_70,SOUTH,Clothing,3,630,1890,UPI,completed,10:22.0
328420,13-03-2024,1249,Customer_683,,Clothing,5,3676.26,18381.3,Cash,,10:22.0
328421,01/15/2024,2604,Customer_4533,north ,Electronics,4,123.08,492.32,,Pending,10:22.0
328422,22-12-2023,3334,Customer_2476,East,Electronics,4,1591.59,6366.36,Credit Card,Cancelled,10:22.0
328423,25-01-2023,1238,Customer_4491,South,Electronics,5,2301.67,11508.35,UPI,Pending,10:22.0
328424,01-03-2024,4850,Customer_318,South,Clothing,3,4695.28,14085.84,Debit Card,Completed,10:22.0
328425,,2481,Customer_3142,West,Electronics,2,1702.33,3404.66,Credit Card,Cancelled,10:22.0
328426,23-11-2022,2931,Customer_1997,north ,Clothing,5,3937.34,19686.7,Debit Card,,10:22.0
328427,03-07-2023,2222,Customer_1892,,Clothing,5,2102.95,10514.75,UPI,Pending,10:22.0
328428,27-12-2023,3662,Customer_456,West,Groceries,4,582.61,2330.44,Credit Card,Completed,10:22.0
328429,,2783,Customer_5760,East,Groceries,2,584.33,1168.66,Debit Card,completed,10:22.0
328430,13-07-2022,1481,Customer_4000,North,Clothing,4,2218.93,8875.72,Debit Card,Pending,10:22.0
328431,08-12-2022,1923,Customer_3807,East,Electronics,3,383.63,1150.89,Cash,,10:22.0
328432,04/24/2024,1015,Customer_2346,West,Clothing,3,2900.93,8702.79,Credit Card,,10:22.0
328433,05/23/2024,1532,Customer_4280,South,Furniture,1,2518.88,2518.88,Cash,Cancelled,10:22.0
328434,15-11-2022,2819,Customer_1059,West,Groceries,5,3542.42,17712.1,credit card,Cancelled,10:22.0
328435,02-10-2023,1555,Customer_3539,South,Clothing,2,1009.55,1953.62,,,10:22.0
328436,10/14/2022,4281,Customer_5013,East,Furniture,2,3005.35,6010.7,credit card,Cancelled,10:22.0
328437,12/20/2022,2637,Customer_1767,North,Clothing,4,955.16,3820.64,credit card,completed,10:22.0
328438,26-12-2022,3276,Customer_5058,West,Groceries,4,3638.95,14555.8,Debit Card,Pending,10:22.0
328439,,3073,Customer_2678,West,Clothing,2,1605.08,3210.16,UPI,,10:22.0
328440,21-07-2022,1688,Customer_4188,,Electronics,4,3110.64,12442.56,Debit Card,completed,10:22.0
328441,02-02-2022,4755,Customer_5265,,Electronics,1,4425.12,4425.12,Cash,Cancelled,10:22.0
328442,01-01-2024,1231,Customer_860,,Furniture,5,2492.35,12461.75,Credit Card,Completed,10:22.0
328443,11-08-2023,1415,Customer_1466,West,Clothing,1,1042.23,1042.23,Debit Card,completed,10:22.0
328444,05-05-2024,4494,Customer_4941,East,Groceries,3,4442,13326,,completed,10:22.0
328445,30-08-2022,2193,Customer_1850,,Electronics,2,1857.04,3714.08,Credit Card,completed,10:22.0
328446,22-02-2023,2212,Customer_948,,Groceries,1,3678.24,3678.24,Cash,Cancelled,10:22.0
328447,08-04-2022,4913,Customer_3044,,Clothing,1,1668.47,1668.47,Cash,Cancelled,10:22.0
328448,05/13/2022,1768,Customer_1701,SOUTH,Groceries,4,1561.26,6245.04,UPI,completed,10:22.0
328449,28-03-2022,3587,Customer_934,SOUTH,Groceries,4,3245.94,12983.76,UPI,completed,10:22.0
328450,26-02-2023,1048,Customer_4813,SOUTH,Clothing,4,865.93,3463.72,UPI,Pending,10:22.0
328451,09/26/2023,1063,Customer_752,West,Electronics,3,4348.17,13044.51,UPI,completed,10:22.0
328452,16-08-2023,4328,Customer_1308,South,Electronics,1,1999.36,1999.36,credit card,Cancelled,10:22.0
328453,,1547,Customer_614,East,Groceries,5,194.46,701.59,Credit Card,Pending,10:22.0
328454,29-12-2022,3070,Customer_2777,,Furniture,4,1596.64,6386.56,UPI,,10:22.0
328455,03/30/2024,1695,Customer_2963,South,Groceries,3,3946.33,8866.46,Cash,,10:22.0
328456,04/30/2022,1909,Customer_4429,North,Clothing,3,4310.86,12932.58,UPI,Pending,10:22.0
328457,17-03-2022,4816,Customer_2736,,Clothing,4,2882.61,11530.44,UPI,completed,10:22.0
328458,11-06-2023,1583,Customer_5483,North,Clothing,2,1541.14,3082.28,UPI,completed,10:22.0
328459,17-04-2022,3235,Customer_5679,East,Furniture,1,2686.49,2145.81,credit card,Pending,10:22.0
328460,28-07-2023,2727,Customer_4665,South,Groceries,4,4198.24,16792.96,credit card,completed,10:22.0
328461,23-08-2022,4694,Customer_5559,North,Furniture,5,1648.59,8242.95,,,10:22.0
328462,20-03-2023,4122,Customer_3491,North,Furniture,1,1988.64,1988.64,,,10:22.0
328463,27-03-2023,2020,Customer_2810,West,Clothing,3,2744.5,9910.76,credit card,,10:22.0
328464,07-02-2022,1006,Customer_452,North,Clothing,5,4446.98,22234.9,UPI,Cancelled,10:22.0
328465,12-07-2023,2781,Customer_588,West,Groceries,1,2952.53,2952.53,Debit Card,completed,10:22.0
328466,06-03-2023,1825,Customer_2007,north ,Furniture,5,1117.31,5586.55,Credit Card,Pending,10:22.0
328467,11-03-2023,2609,Customer_3362,West,Groceries,3,536.61,1609.83,Credit Card,completed,10:22.0
328468,10-11-2022,1476,Customer_5200,north ,Electronics,4,565.57,2262.28,credit card,,10:22.0
328469,05-03-2023,2680,Customer_1942,,Groceries,5,4756.22,23781.1,UPI,completed,10:22.0
328470,01-06-2022,3964,Customer_1906,SOUTH,Groceries,4,4129.82,16519.28,Credit Card,Pending,10:22.0
328471,07/22/2023,2525,Customer_4011,West,Furniture,3,3852.69,11558.07,Credit Card,Completed,10:22.0
328472,10-03-2022,4403,Customer_5895,SOUTH,Furniture,3,2532.19,7596.57,UPI,Pending,10:22.0
328473,13-06-2023,4507,Customer_3211,North,Clothing,5,3395.44,16977.2,,completed,10:22.0
328474,,1377,Customer_766,East,Groceries,5,723.92,3619.6,UPI,Cancelled,10:22.0
328475,19-03-2023,3048,Customer_1908,North,Groceries,3,3142.39,9427.17,Cash,completed,10:22.0
328476,26-04-2024,1396,Customer_1696,West,Furniture,5,4072.83,20364.15,Cash,,10:22.0
328477,24-12-2023,3995,Customer_4612,SOUTH,Electronics,5,404.48,2022.4,Credit Card,Pending,10:22.0
328478,02-05-2024,4451,Customer_724,West,Furniture,5,1551.14,9477.63,Credit Card,Completed,10:22.0
328479,01/29/2022,2338,Customer_1945,South,Furniture,5,640.37,3201.85,Cash,Cancelled,10:22.0
328480,03-07-2022,2971,Customer_2517,north ,Clothing,1,1375.11,1375.11,Cash,Completed,10:22.0
328481,11-01-2023,1638,Customer_2470,north ,Electronics,3,3885.37,11656.11,UPI,Cancelled,10:22.0
328482,03-01-2023,3652,Customer_4963,South,Clothing,3,1727.04,5181.12,credit card,,10:22.0
328483,21-12-2023,1945,Customer_1788,East,Clothing,2,3479.45,6958.9,Credit Card,completed,10:22.0
328484,29-01-2023,1313,Customer_4142,north ,Groceries,4,3889.18,15556.72,Debit Card,completed,10:22.0
328485,04-11-2024,3727,Customer_5993,SOUTH,Furniture,2,4101.53,8203.06,UPI,Cancelled,10:22.0
328486,04/20/2023,1301,Customer_2453,North,Groceries,5,4379.54,21897.7,,Cancelled,10:22.0
328487,11-01-2022,4844,Customer_2214,,Electronics,5,3028.42,15142.1,Credit Card,Completed,10:22.0
328488,04-03-2023,2379,Customer_541,East,Furniture,1,1475.14,1803.35,Debit Card,,10:22.0
328489,08-12-2023,3915,Customer_3348,north ,Clothing,1,837.74,837.74,Credit Card,,10:22.0
328490,05/14/2022,3404,Customer_870,South,Furniture,1,2568.17,2568.17,Debit Card,,10:22.0
328491,29-03-2024,2101,Customer_5447,East,Furniture,1,607.43,607.43,Cash,completed,10:22.0
328492,19-03-2022,1151,Customer_2977,north ,Groceries,1,4562.55,4562.55,credit card,Cancelled,10:22.0
328493,05-03-2022,1721,Customer_717,North,Electronics,1,2268.15,2268.15,Cash,completed,10:22.0
328494,05/16/2023,2843,Customer_3217,South,Groceries,1,4377.62,4377.62,UPI,Completed,10:22.0
328495,22-05-2023,4251,Customer_4041,north ,Clothing,1,3575.42,3575.42,Cash,completed,10:22.0
328496,01-09-2023,2612,Customer_2704,North,Electronics,1,4300.37,4300.37,Cash,Cancelled,10:22.0
328497,09-01-2023,2952,Customer_1415,SOUTH,Clothing,3,4431.39,11075.94,UPI,Cancelled,10:22.0
328498,,1180,Customer_1448,East,Groceries,1,361.14,361.14,credit card,Pending,10:22.0
328499,01/19/2024,4723,Customer_3574,SOUTH,Clothing,4,3653.76,14615.04,Debit Card,completed,10:22.0
328500,01/24/2024,1788,Customer_873,West,Clothing,1,1210.08,1210.08,,completed,10:22.0
328501,03-07-2024,1231,Customer_1597,East,Clothing,5,4947.55,24737.75,Credit Card,Completed,10:22.0
328502,24-06-2022,2310,Customer_1844,,Clothing,5,3914.17,19570.85,UPI,Pending,10:22.0
328503,02/18/2023,3591,Customer_12,West,Electronics,1,118.45,118.45,,Cancelled,10:22.0
328504,01-06-2024,1494,Customer_2354,East,Electronics,1,4644.34,4644.34,Debit Card,Pending,10:22.0
328505,16-01-2024,3100,Customer_4987,North,Electronics,5,1532.3,7661.5,Debit Card,completed,10:22.0
328506,18-07-2022,4304,Customer_5275,South,Electronics,4,2141.6,8566.4,Debit Card,completed,10:22.0
328507,12-12-2023,4169,Customer_5878,West,Electronics,2,3100.2,6809.16,,,10:22.0
328508,05-06-2022,4852,Customer_3582,East,Electronics,3,4589.92,13769.76,Debit Card,Cancelled,10:22.0
328509,17-08-2022,2820,Customer_3249,East,Clothing,5,4643.9,23219.5,UPI,Cancelled,10:22.0
328510,07-03-2023,2757,Customer_5430,,Electronics,1,2861.01,2593.63,,Cancelled,10:22.0
328511,24-11-2022,2885,Customer_326,SOUTH,Groceries,3,1651.95,4955.85,,completed,10:22.0
328512,09-05-2023,3696,Customer_5083,East,Electronics,1,1468.03,1368.57,,,10:22.0
328513,20-04-2023,3245,Customer_3884,South,Groceries,2,1885.55,3771.1,UPI,Pending,10:22.0
328514,17-07-2022,4118,Customer_819,SOUTH,Furniture,2,984.52,1969.04,Credit Card,completed,10:22.0
328515,15-01-2023,1758,Customer_5191,East,Electronics,5,3382.18,16910.9,Cash,Completed,10:22.0
328516,,4715,Customer_1402,north ,Groceries,3,2686.23,5894.04,,Cancelled,10:22.0
328517,31-08-2022,2130,Customer_2056,,Electronics,3,3889.98,11669.94,,Pending,10:22.0
328518,17-05-2023,2614,Customer_2348,north ,Electronics,2,561.15,1122.3,Cash,Completed,10:22.0
328519,28-08-2023,1330,Customer_5362,West,Furniture,1,2059.54,2059.54,UPI,Completed,10:22.0
328520,09/19/2022,4702,Customer_1305,East,Groceries,5,1275.33,6376.65,UPI,completed,10:22.0
328521,04-11-2023,2566,Customer_4988,SOUTH,Electronics,4,2722.41,10402.24,Debit Card,Completed,10:22.0
328522,10-01-2023,3109,Customer_3879,West,Clothing,2,2394.4,4788.8,,Cancelled,10:22.0
328523,10/30/2023,3843,Customer_5242,SOUTH,Groceries,2,2302.87,4605.74,Debit Card,completed,10:22.0
328524,03-05-2023,2317,Customer_5409,,Groceries,5,1646.7,8233.5,UPI,completed,10:22.0
328525,15-06-2022,3863,Customer_4937,,Groceries,1,3661.54,3661.54,credit card,Completed,10:22.0
328526,08-08-2022,4107,Customer_4777,West,Electronics,3,2459.68,7379.04,Debit Card,Cancelled,10:22.0
328527,10-12-2022,4379,Customer_5105,South,Groceries,2,1090.99,2181.98,UPI,completed,10:22.0
328528,05-04-2023,1585,Customer_1253,West,Furniture,5,2782.49,13912.45,Credit Card,completed,10:22.0
328529,13-04-2024,4677,Customer_2161,East,Clothing,5,3023.69,15118.45,UPI,completed,10:22.0
328530,12-09-2023,2385,Customer_2359,East,Clothing,5,204.76,1023.8,Cash,Completed,10:22.0
328531,25-02-2022,3190,Customer_3548,,Electronics,3,1098.52,3295.56,Credit Card,Cancelled,10:22.0
328532,07-08-2023,3304,Customer_202,North,Clothing,2,1287.78,2575.56,Cash,completed,10:22.0
328533,24-12-2022,1971,Customer_2103,,Electronics,5,1315.57,6577.85,Credit Card,Completed,10:22.0
328534,23-05-2023,3740,Customer_5300,West,Electronics,3,1270.34,3811.02,credit card,Pending,10:22.0
328535,11-06-2023,2779,Customer_4679,South,Electronics,1,1431.04,1431.04,Cash,Pending,10:22.0
328536,03-09-2022,3909,Customer_1525,East,Clothing,4,1387.36,5549.44,UPI,completed,10:22.0
328537,20-04-2022,3163,Customer_3563,West,Clothing,2,4431.94,8863.88,,Cancelled,10:22.0
328538,,2604,Customer_666,East,Furniture,3,1666.27,4998.81,,Completed,10:22.0
328539,03-06-2022,2880,Customer_3387,SOUTH,Groceries,4,1813.84,7255.36,Credit Card,completed,10:22.0
328540,06-02-2023,1315,Customer_1520,East,Furniture,4,1404.27,5617.08,credit card,Cancelled,10:22.0
328541,29-12-2023,2559,Customer_2592,South,Groceries,3,4841.11,12960.09,Credit Card,completed,10:22.0
328542,01-12-2023,1982,Customer_543,,Electronics,3,2723.9,8171.7,Debit Card,Cancelled,10:22.0
328543,02-03-2022,1158,Customer_4459,North,Furniture,3,3091.68,9275.04,,Completed,10:22.0
328544,08/30/2023,1812,Customer_280,SOUTH,Groceries,5,3703.89,18519.45,credit card,Cancelled,10:22.0
328545,13-04-2023,1410,Customer_3862,,Groceries,1,1735.2,1735.2,Credit Card,Completed,10:22.0
328546,06-10-2023,1530,Customer_4331,north ,Groceries,5,4847.02,24235.1,UPI,Pending,10:22.0
328547,,4300,Customer_1925,South,Furniture,4,846.4,3385.6,Debit Card,Completed,10:22.0
328548,04-03-2022,1011,Customer_1768,South,Electronics,4,2343.29,9373.16,credit card,Completed,10:22.0
328549,01/29/2023,2366,Customer_3153,East,Electronics,4,812.65,3250.6,UPI,Cancelled,10:22.0
328550,,1817,Customer_5555,North,Furniture,3,3972.84,11918.52,UPI,,10:22.0
328551,09-06-2022,1593,Customer_2599,North,Electronics,2,625.86,1251.72,Credit Card,completed,10:22.0
328552,03/14/2023,2931,Customer_5094,north ,Clothing,5,2814.11,14070.55,,completed,10:22.0
328553,21-01-2023,4092,Customer_401,North,Electronics,2,613.55,1227.1,Debit Card,Completed,10:22.0
328554,26-10-2022,3872,Customer_3214,West,Furniture,1,2318.04,2318.04,,,10:22.0
328555,13-06-2023,4193,Customer_4249,north ,Groceries,1,1473.51,1473.51,UPI,,10:22.0
328556,19-01-2023,3066,Customer_3028,north ,Clothing,5,4526.15,22630.75,,Completed,10:22.0
328557,16-09-2023,1016,Customer_4298,north ,Clothing,4,360.17,1440.68,Debit Card,Pending,10:22.0
328558,28-11-2022,2978,Customer_2065,,Electronics,1,3284.69,3284.69,UPI,Completed,10:22.0
328559,04-07-2023,4963,Customer_3164,South,Electronics,2,3506.73,7013.46,Cash,Cancelled,10:22.0
328560,13-10-2022,3120,Customer_3035,SOUTH,Groceries,2,4456.01,8912.02,credit card,Pending,10:22.0
328561,01-06-2024,1565,Customer_3023,SOUTH,Groceries,3,4400.87,13202.61,Cash,Completed,10:22.0
328562,06-12-2023,2213,Customer_736,,Furniture,4,4887.58,19550.32,,,10:22.0
328563,31-05-2024,2669,Customer_2273,north ,Clothing,3,1344.16,4828.13,Credit Card,Cancelled,10:22.0
328564,03/13/2022,2939,Customer_4679,North,Clothing,5,1446.64,7233.2,credit card,Cancelled,10:22.0
328565,03/28/2023,4975,Customer_2913,West,Furniture,1,2046.73,2046.73,Credit Card,,10:22.0
328566,10-05-2023,3705,Customer_5425,North,Furniture,3,2734.13,8202.39,Debit Card,,10:22.0
328567,04/14/2022,2659,Customer_1538,SOUTH,Clothing,3,1899,5697,Debit Card,Pending,10:22.0
328568,05-02-2022,2621,Customer_4123,South,Groceries,5,3727.45,18637.25,credit card,completed,10:22.0
328569,06-06-2022,4897,Customer_890,,Groceries,2,141.87,283.74,Debit Card,Pending,10:22.0
328570,01-02-2022,2718,Customer_3550,north ,Furniture,2,186.51,373.02,,Completed,10:22.0
328571,03-10-2023,3513,Customer_24,North,Clothing,5,3608.68,21761.32,UPI,Pending,10:22.0
328572,12-05-2024,4348,Customer_3797,north ,Clothing,2,4427.29,8854.58,Credit Card,,10:22.0
328573,21-05-2024,2299,Customer_2404,South,Furniture,5,3905.08,19525.4,Cash,Completed,10:22.0
328574,11-03-2022,2216,Customer_718,West,Groceries,2,673.75,1347.5,UPI,Completed,10:22.0
328575,10-04-2023,3205,Customer_3715,South,Clothing,5,4681.37,23406.85,,Cancelled,10:22.0
328576,06/22/2022,2173,Customer_2027,North,Furniture,2,2657.37,5314.74,UPI,Pending,10:22.0
328577,03-06-2024,3824,Customer_1633,South,Groceries,3,3737.25,11211.75,,Pending,10:22.0
328578,04-07-2022,2332,Customer_644,North,Furniture,3,1085.13,3378.98,credit card,Completed,10:22.0
328579,10-03-2023,3035,Customer_3869,East,Furniture,2,2789.1,6433.7,UPI,completed,10:22.0
328580,26-02-2022,3652,Customer_3968,SOUTH,Groceries,5,1717.3,10076.42,Cash,Cancelled,10:22.0
328581,11-10-2023,2873,Customer_2628,North,Furniture,3,4876.33,15709.39,Cash,Cancelled,10:22.0
328582,05-06-2022,2255,Customer_893,SOUTH,Electronics,1,2423.56,2594.52,Debit Card,,10:22.0
328583,17-12-2023,2755,Customer_1427,north ,Furniture,2,3802.33,7604.66,Cash,Pending,10:22.0
328584,,3888,Customer_4843,,Electronics,1,3055.84,3300.94,Debit Card,Cancelled,10:22.0
328585,03/21/2024,1261,Customer_2598,East,Electronics,1,562.06,562.06,UPI,completed,10:22.0
328586,16-02-2023,3943,Customer_4078,West,Furniture,4,2760.35,11041.4,credit card,Completed,10:22.0
328587,31-08-2023,2749,Customer_1508,north ,Clothing,1,2747.06,2747.06,,Cancelled,10:22.0
328588,10-05-2022,3341,Customer_568,North,Electronics,1,3606.98,3606.98,Debit Card,completed,10:22.0
328589,,3369,Customer_3818,East,Clothing,4,1677.35,6709.4,Credit Card,Pending,10:22.0
328590,15-07-2022,1484,Customer_1953,north ,Clothing,4,4317.2,17268.8,Credit Card,Cancelled,10:22.0
328591,11-10-2023,3182,Customer_1392,West,Electronics,4,3150.76,12603.04,Cash,Pending,10:22.0
328592,06/22/2022,4167,Customer_476,South,Clothing,5,292.77,1463.85,Cash,Pending,10:22.0
328593,27-05-2024,3079,Customer_3518,,Groceries,4,3563.5,14254,Credit Card,,10:22.0
328594,26-04-2024,3990,Customer_2778,North,Electronics,5,4544.14,22720.7,,,10:22.0
328595,02/18/2024,1583,Customer_4028,East,Clothing,2,3447.42,6894.84,credit card,Completed,10:22.0
328596,01-03-2022,1414,Customer_1500,South,Groceries,5,1961.99,9809.95,,completed,10:22.0
328597,,1756,Customer_1890,South,Furniture,2,2994.18,5988.36,Credit Card,completed,10:22.0
